Key,Item Type,Publication Year,Author,Title,Url,Company,Model,Desired behaviour,Type of desired behaviour,Definition of desired behaviour,Source of definition,Type of source of definition,Training method for desired behaviour,Actors involved in training,Type of actor involved in training,Benchmark,Benchmark author,Benchmark author type,External evaluator,Type of external evaluator,Page
PHYRYVJT,document,2025,Google,2.5 Flash and native  capabilities –audio & image model card,,Google,Gemini 2.5 Flash,Factuality,,,,,,,,SimpleQA Verified,,,,,"4, 5"
FHTLRAWN,document,2025,Google,Gemini 3 Flash model card,,Google,Gemini 3 Flash,Parametric knowledge,Knowledge,,,,,,,SimpleQA Verified,,,,,4
3GE36RMI,document,2025,Anthropic,Claude Opus 4.5 System Card,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf,Anthropic,Claude Opus 4.5,"Helpful, honest, and harmless",Helpfulness,"A model that avoids actions that are unsafe or unethical, minimizes refusals on benign requests, and refuses violative requests.","Askell, A., et al. (2021)",academic,Reinforcement learning from human feedback (RLHF) and reinforcement learning from AI feedback.,"Anthropic internal teams, human annotators via data work platforms",mixed,Single-turn benign request evaluations,Anthropic internal,internal,,,"9, 37, 39"
8AC5MJHG,document,2025,Anthropic,System Card  Addendum:  Claude Opus 4.1,,Anthropic,Claude Opus 4.1,Harmlessness,,The model's ability to reliably refuse violative requests,Anthropic's Usage Policy,internal,harmlessness training,Anthropic,internal,Single-turn violative request evaluations,Anthropic's Safeguards team,internal,,,5
3GE36RMI,document,2025,Anthropic,Claude Opus 4.5 System Card,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf,Anthropic,Claude Opus 4.5,"Helpful, honest, and harmless",Helpfulness,"A model that avoids actions that are unsafe or unethical, minimizes refusals on benign requests, and refuses violative requests.","Askell, A., et al. (2021)",academic,Reinforcement learning from human feedback (RLHF) and reinforcement learning from AI feedback.,"Anthropic internal teams, human annotators via data work platforms",mixed,Single-turn violative request evaluations,Anthropic internal,internal,,,"9, 37, 38"
ZZY89RTG,webpage,2024,Gemma Team,Gemma model card,https://ai.google.dev/gemma/docs/core/model_card,Google,Gemma,"Question answering, summarization, and reasoning",General,"Ability to generate English-language text in response to the input, such as an answer to a question, or a summary of a document.",,,Pre-training and instruction tuning,Internal teams,internal,SocialIQA,,,,,
VPJH7HCT,document,,xAI,Grok 4 Model Card,,xAI,Grok 4,Political objectivity,Neutrality,"factual responses are framed without significant differences in sentiment, forcefulness, verbal hedging, or positive sentiment toward one side than another",internal policy (xAI aims to build truth-seeking models),internal,implementing safeguards to improve our model's political objectivity... adding explicit instructions to avoid these behaviors in the system prompt,xAI,internal,Soft Bias (Internal),xAI,internal,,,4
3W2UY9FD,webpage,2024,Meta,Llama 3.1 model card,https://github.com/meta-llama/llama-models/blob/main/models/llama3_1/MODEL_CARD.md,Meta,Llama 3.1,Helpfulness and safety,"Helpfulness, Safety","Align with human preferences for helpfulness and safety; respects the dignity and autonomy of all users, without insertion unnecessary judgment or normativity.","Meta internal values (openness, inclusivity and helpfulness)",internal,supervised fine-tuning (SFT) and reinforcement learning with human feedback (RLHF),,,SQuAD,,,,,
VCQC9TYE,webpage,2024,Gemma Team,Gemma 2 model card,https://ai.google.dev/gemma/docs/core/model_card_2,Google DeepMind,Gemma 2,"Language understanding, generation, and reasoning capabilities",Language,"Strong capabilities in language understanding, generation, and reasoning measured across standard automated benchmarks.",,,"Pre-training, knowledge distillation, and instruction fine-tuning",Google DeepMind,internal,"Standard Academic Benchmarks (MMLU, GSM8K, ARC-c, HellaSwag, Winogrande, MATH, ARC-e, PIQA, SIQA, Boolq, TriviaQA, NQ, HumanEval, MBPP)",Various academic authors,academic,,,"6, 7"
4MWVRCZ7,document,2024,OpenAI,OpenAI o1 System Card,,OpenAI,o1,Deliberative alignment / following safety rules,,"explicitly reason through safety specifications before producing an answer... follow specific guidelines and model policies we've set, helping them act in line with our safety expectations",OpenAI policy,internal,large-scale reinforcement learning to reason using chain of thought,OpenAI,internal,"Standard Refusal Evaluation, Jailbreak Evaluations",OpenAI,internal,,,1-5
CUUTWQD6,document,2025,OpenAI,Addendum to o3 and o4-mini system card: Codex,,OpenAI,codex-1,Human-like coding style,"Coding, Rhetoric","Generate code that closely mirrors human style and PR preferences, adheres precisely to instructions, and iteratively runs tests until passing results are achieved.",,,Reinforcement learning on real-world coding tasks,,,SWE-bench metrics,,,,,"1, 8"
VYJXF52G,preprint,2025,"OpenAI; El-Kishky, Ahmed; Wei, Alexander; Saraiva, Andre; Minaiev, Borys; Selsam, Daniel; Dohan, David; Song, Francis; Lightman, Hunter; Clavera, Ignasi; Pachocki, Jakub; Tworek, Jerry; Kuhn, Lorenz; Kaiser, Lukasz; Chen, Mark; Schwarzer, Max; Rohaninejad, Mostafa; McAleese, Nat; contributors, o3; Mürk, Oleg; Garg, Rhythm; Shu, Rui; Sidor, Szymon; Kosaraju, Vineet; Zhou, Wenda",Competitive Programming with Large Reasoning Models,http://arxiv.org/abs/2502.06807,OpenAI,"o1, o1-ioi, o3",Advanced computational thinking,Reasoning,Solving complex algorithmic problems demands advanced computational thinking and problem solving skills.,,,"Reinforcement learning applied to large language models to ""reason"" and ""think through"" extended chains of thought; RL fine-tuning emphasizing challenging programming problems.",OpenAI,internal,SWE-bench Verified,OpenAI's preparedness team,internal,,,8
XHFZZDH9,webpage,,Google,Gemma 4 model card | Google AI for Developers,https://ai.google.dev/gemma/docs/core/model_card_4,Google DeepMind,Gemma 4,Reasoning,Reasoning,All models in the family are designed as highly capable reasoners,,,instruction-tuned,Google DeepMind,internal,Tau2,,,,,
VPT2QWIY,preprint,2024,"OpenAI; Hurst, Aaron; Lerer, Adam; Goucher, Adam P.; Perelman, Adam; Ramesh, Aditya; Clark, Aidan; Ostrow, A. J.; Welihinda, Akila; Hayes, Alan; Radford, Alec; Mądry, Aleksander; Baker-Whitcomb, Alex; Beutel, Alex; Borzunov, Alex; Carney, Alex; Chow, Alex; Kirillov, Alex; Nichol, Alex; Paino, Alex; Renzin, Alex; Passos, Alex Tachard; Kirillov, Alexander; Christakis, Alexi; Conneau, Alexis; Kamali, Ali; Jabri, Allan; Moyer, Allison; Tam, Allison; Crookes, Amadou; Tootoochian, Amin; Tootoonchian, Amin; Kumar, Ananya; Vallone, Andrea; Karpathy, Andrej; Braunstein, Andrew; Cann, Andrew; Codispoti, Andrew; Galu, Andrew; Kondrich, Andrew; Tulloch, Andrew; Mishchenko, Andrey; Baek, Angela; Jiang, Angela; Pelisse, Antoine; Woodford, Antonia; Gosalia, Anuj; Dhar, Arka; Pantuliano, Ashley; Nayak, Avi; Oliver, Avital; Zoph, Barret; Ghorbani, Behrooz; Leimberger, Ben; Rossen, Ben; Sokolowsky, Ben; Wang, Ben; Zweig, Benjamin; Hoover, Beth; Samic, Blake; McGrew, Bob; Spero, Bobby; Giertler, Bogo; Cheng, Bowen; Lightcap, Brad; Walkin, Brandon; Quinn, Brendan; Guarraci, Brian; Hsu, Brian; Kellogg, Bright; Eastman, Brydon; Lugaresi, Camillo; Wainwright, Carroll; Bassin, Cary; Hudson, Cary; Chu, Casey; Nelson, Chad; Li, Chak; Shern, Chan Jun; Conger, Channing; Barette, Charlotte; Voss, Chelsea; Ding, Chen; Lu, Cheng; Zhang, Chong; Beaumont, Chris; Hallacy, Chris; Koch, Chris; Gibson, Christian; Kim, Christina; Choi, Christine; McLeavey, Christine; Hesse, Christopher; Fischer, Claudia; Winter, Clemens; Czarnecki, Coley; Jarvis, Colin; Wei, Colin; Koumouzelis, Constantin; Sherburn, Dane; Kappler, Daniel; Levin, Daniel; Levy, Daniel; Carr, David; Farhi, David; Mely, David; Robinson, David; Sasaki, David; Jin, Denny; Valladares, Dev; Tsipras, Dimitris; Li, Doug; Nguyen, Duc Phong; Findlay, Duncan; Oiwoh, Edede; Wong, Edmund; Asdar, Ehsan; Proehl, Elizabeth; Yang, Elizabeth; Antonow, Eric; Kramer, Eric; Peterson, Eric; Sigler, Eric; Wallace, Eric; Brevdo, Eugene; Mays, Evan; Khorasani, Farzad; Such, Felipe Petroski; Raso, Filippo; Zhang, Francis; Lohmann, Fred von; Sulit, Freddie; Goh, Gabriel; Oden, Gene; Salmon, Geoff; Starace, Giulio; Brockman, Greg; Salman, Hadi; Bao, Haiming; Hu, Haitang; Wong, Hannah; Wang, Haoyu; Schmidt, Heather; Whitney, Heather; Jun, Heewoo; Kirchner, Hendrik; Pinto, Henrique Ponde de Oliveira; Ren, Hongyu; Chang, Huiwen; Chung, Hyung Won; Kivlichan, Ian; O'Connell, Ian; O'Connell, Ian; Osband, Ian; Silber, Ian; Sohl, Ian; Okuyucu, Ibrahim; Lan, Ikai; Kostrikov, Ilya; Sutskever, Ilya; Kanitscheider, Ingmar; Gulrajani, Ishaan; Coxon, Jacob; Menick, Jacob; Pachocki, Jakub; Aung, James; Betker, James; Crooks, James; Lennon, James; Kiros, Jamie; Leike, Jan; Park, Jane; Kwon, Jason; Phang, Jason; Teplitz, Jason; Wei, Jason; Wolfe, Jason; Chen, Jay; Harris, Jeff; Varavva, Jenia; Lee, Jessica Gan; Shieh, Jessica; Lin, Ji; Yu, Jiahui; Weng, Jiayi; Tang, Jie; Yu, Jieqi; Jang, Joanne; Candela, Joaquin Quinonero; Beutler, Joe; Landers, Joe; Parish, Joel; Heidecke, Johannes; Schulman, John; Lachman, Jonathan; McKay, Jonathan; Uesato, Jonathan; Ward, Jonathan; Kim, Jong Wook; Huizinga, Joost; Sitkin, Jordan; Kraaijeveld, Jos; Gross, Josh; Kaplan, Josh; Snyder, Josh; Achiam, Joshua; Jiao, Joy; Lee, Joyce; Zhuang, Juntang; Harriman, Justyn; Fricke, Kai; Hayashi, Kai; Singhal, Karan; Shi, Katy; Karthik, Kavin; Wood, Kayla; Rimbach, Kendra; Hsu, Kenny; Nguyen, Kenny; Gu-Lemberg, Keren; Button, Kevin; Liu, Kevin; Howe, Kiel; Muthukumar, Krithika; Luther, Kyle; Ahmad, Lama; Kai, Larry; Itow, Lauren; Workman, Lauren; Pathak, Leher; Chen, Leo; Jing, Li; Guy, Lia; Fedus, Liam; Zhou, Liang; Mamitsuka, Lien; Weng, Lilian; McCallum, Lindsay; Held, Lindsey; Ouyang, Long; Feuvrier, Louis; Zhang, Lu; Kondraciuk, Lukas; Kaiser, Lukasz; Hewitt, Luke; Metz, Luke; Doshi, Lyric; Aflak, Mada; Simens, Maddie; Boyd, Madelaine; Thompson, Madeleine; Dukhan, Marat; Chen, Mark; Gray, Mark; Hudnall, Mark; Zhang, Marvin; Aljubeh, Marwan; Litwin, Mateusz; Zeng, Matthew; Johnson, Max; Shetty, Maya; Gupta, Mayank; Shah, Meghan; Yatbaz, Mehmet; Yang, Meng Jia; Zhong, Mengchao; Glaese, Mia; Chen, Mianna; Janner, Michael; Lampe, Michael; Petrov, Michael; Wu, Michael; Wang, Michele; Fradin, Michelle; Pokrass, Michelle; Castro, Miguel; Castro, Miguel Oom Temudo de; Pavlov, Mikhail; Brundage, Miles; Wang, Miles; Khan, Minal; Murati, Mira; Bavarian, Mo; Lin, Molly; Yesildal, Murat; Soto, Nacho; Gimelshein, Natalia; Cone, Natalie; Staudacher, Natalie; Summers, Natalie; LaFontaine, Natan; Chowdhury, Neil; Ryder, Nick; Stathas, Nick; Turley, Nick; Tezak, Nik; Felix, Niko; Kudige, Nithanth; Keskar, Nitish; Deutsch, Noah; Bundick, Noel; Puckett, Nora; Nachum, Ofir; Okelola, Ola; Boiko, Oleg; Murk, Oleg; Jaffe, Oliver; Watkins, Olivia; Godement, Olivier; Campbell-Moore, Owen; Chao, Patrick; McMillan, Paul; Belov, Pavel; Su, Peng; Bak, Peter; Bakkum, Peter; Deng, Peter; Dolan, Peter; Hoeschele, Peter; Welinder, Peter; Tillet, Phil; Pronin, Philip; Tillet, Philippe; Dhariwal, Prafulla; Yuan, Qiming; Dias, Rachel; Lim, Rachel; Arora, Rahul; Troll, Rajan; Lin, Randall; Lopes, Rapha Gontijo; Puri, Raul; Miyara, Reah; Leike, Reimar; Gaubert, Renaud; Zamani, Reza; Wang, Ricky; Donnelly, Rob; Honsby, Rob; Smith, Rocky; Sahai, Rohan; Ramchandani, Rohit; Huet, Romain; Carmichael, Rory; Zellers, Rowan; Chen, Roy; Chen, Ruby; Nigmatullin, Ruslan; Cheu, Ryan; Jain, Saachi; Altman, Sam; Schoenholz, Sam; Toizer, Sam; Miserendino, Samuel; Agarwal, Sandhini; Culver, Sara; Ethersmith, Scott; Gray, Scott; Grove, Sean; Metzger, Sean; Hermani, Shamez; Jain, Shantanu; Zhao, Shengjia; Wu, Sherwin; Jomoto, Shino; Wu, Shirong; Shuaiqi; Xia; Phene, Sonia; Papay, Spencer; Narayanan, Srinivas; Coffey, Steve; Lee, Steve; Hall, Stewart; Balaji, Suchir; Broda, Tal; Stramer, Tal; Xu, Tao; Gogineni, Tarun; Christianson, Taya; Sanders, Ted; Patwardhan, Tejal; Cunninghman, Thomas; Degry, Thomas; Dimson, Thomas; Raoux, Thomas; Shadwell, Thomas; Zheng, Tianhao; Underwood, Todd; Markov, Todor; Sherbakov, Toki; Rubin, Tom; Stasi, Tom; Kaftan, Tomer; Heywood, Tristan; Peterson, Troy; Walters, Tyce; Eloundou, Tyna; Qi, Valerie; Moeller, Veit; Monaco, Vinnie; Kuo, Vishal; Fomenko, Vlad; Chang, Wayne; Zheng, Weiyi; Zhou, Wenda; Manassra, Wesam; Sheu, Will; Zaremba, Wojciech; Patil, Yash; Qian, Yilei; Kim, Yongjik; Cheng, Youlong; Zhang, Yu; He, Yuchen; Zhang, Yuchen; Jin, Yujia; Dai, Yunxing; Malkov, Yury",GPT-4o System Card,http://arxiv.org/abs/2410.21276,OpenAI,GPT-4o,Reading comprehension in underrepresented languages,Language,"Improved reading comprehension and reasoning across a sample of historically underrepresented languages, narrowing the gap in performance between these languages and English.",,,,,,Translated ARC-Easy,"AI2 (original), external researchers and language facilitators (translation)",academic,,,"23, 24"
VPT2QWIY,preprint,2024,"OpenAI; Hurst, Aaron; Lerer, Adam; Goucher, Adam P.; Perelman, Adam; Ramesh, Aditya; Clark, Aidan; Ostrow, A. J.; Welihinda, Akila; Hayes, Alan; Radford, Alec; Mądry, Aleksander; Baker-Whitcomb, Alex; Beutel, Alex; Borzunov, Alex; Carney, Alex; Chow, Alex; Kirillov, Alex; Nichol, Alex; Paino, Alex; Renzin, Alex; Passos, Alex Tachard; Kirillov, Alexander; Christakis, Alexi; Conneau, Alexis; Kamali, Ali; Jabri, Allan; Moyer, Allison; Tam, Allison; Crookes, Amadou; Tootoochian, Amin; Tootoonchian, Amin; Kumar, Ananya; Vallone, Andrea; Karpathy, Andrej; Braunstein, Andrew; Cann, Andrew; Codispoti, Andrew; Galu, Andrew; Kondrich, Andrew; Tulloch, Andrew; Mishchenko, Andrey; Baek, Angela; Jiang, Angela; Pelisse, Antoine; Woodford, Antonia; Gosalia, Anuj; Dhar, Arka; Pantuliano, Ashley; Nayak, Avi; Oliver, Avital; Zoph, Barret; Ghorbani, Behrooz; Leimberger, Ben; Rossen, Ben; Sokolowsky, Ben; Wang, Ben; Zweig, Benjamin; Hoover, Beth; Samic, Blake; McGrew, Bob; Spero, Bobby; Giertler, Bogo; Cheng, Bowen; Lightcap, Brad; Walkin, Brandon; Quinn, Brendan; Guarraci, Brian; Hsu, Brian; Kellogg, Bright; Eastman, Brydon; Lugaresi, Camillo; Wainwright, Carroll; Bassin, Cary; Hudson, Cary; Chu, Casey; Nelson, Chad; Li, Chak; Shern, Chan Jun; Conger, Channing; Barette, Charlotte; Voss, Chelsea; Ding, Chen; Lu, Cheng; Zhang, Chong; Beaumont, Chris; Hallacy, Chris; Koch, Chris; Gibson, Christian; Kim, Christina; Choi, Christine; McLeavey, Christine; Hesse, Christopher; Fischer, Claudia; Winter, Clemens; Czarnecki, Coley; Jarvis, Colin; Wei, Colin; Koumouzelis, Constantin; Sherburn, Dane; Kappler, Daniel; Levin, Daniel; Levy, Daniel; Carr, David; Farhi, David; Mely, David; Robinson, David; Sasaki, David; Jin, Denny; Valladares, Dev; Tsipras, Dimitris; Li, Doug; Nguyen, Duc Phong; Findlay, Duncan; Oiwoh, Edede; Wong, Edmund; Asdar, Ehsan; Proehl, Elizabeth; Yang, Elizabeth; Antonow, Eric; Kramer, Eric; Peterson, Eric; Sigler, Eric; Wallace, Eric; Brevdo, Eugene; Mays, Evan; Khorasani, Farzad; Such, Felipe Petroski; Raso, Filippo; Zhang, Francis; Lohmann, Fred von; Sulit, Freddie; Goh, Gabriel; Oden, Gene; Salmon, Geoff; Starace, Giulio; Brockman, Greg; Salman, Hadi; Bao, Haiming; Hu, Haitang; Wong, Hannah; Wang, Haoyu; Schmidt, Heather; Whitney, Heather; Jun, Heewoo; Kirchner, Hendrik; Pinto, Henrique Ponde de Oliveira; Ren, Hongyu; Chang, Huiwen; Chung, Hyung Won; Kivlichan, Ian; O'Connell, Ian; O'Connell, Ian; Osband, Ian; Silber, Ian; Sohl, Ian; Okuyucu, Ibrahim; Lan, Ikai; Kostrikov, Ilya; Sutskever, Ilya; Kanitscheider, Ingmar; Gulrajani, Ishaan; Coxon, Jacob; Menick, Jacob; Pachocki, Jakub; Aung, James; Betker, James; Crooks, James; Lennon, James; Kiros, Jamie; Leike, Jan; Park, Jane; Kwon, Jason; Phang, Jason; Teplitz, Jason; Wei, Jason; Wolfe, Jason; Chen, Jay; Harris, Jeff; Varavva, Jenia; Lee, Jessica Gan; Shieh, Jessica; Lin, Ji; Yu, Jiahui; Weng, Jiayi; Tang, Jie; Yu, Jieqi; Jang, Joanne; Candela, Joaquin Quinonero; Beutler, Joe; Landers, Joe; Parish, Joel; Heidecke, Johannes; Schulman, John; Lachman, Jonathan; McKay, Jonathan; Uesato, Jonathan; Ward, Jonathan; Kim, Jong Wook; Huizinga, Joost; Sitkin, Jordan; Kraaijeveld, Jos; Gross, Josh; Kaplan, Josh; Snyder, Josh; Achiam, Joshua; Jiao, Joy; Lee, Joyce; Zhuang, Juntang; Harriman, Justyn; Fricke, Kai; Hayashi, Kai; Singhal, Karan; Shi, Katy; Karthik, Kavin; Wood, Kayla; Rimbach, Kendra; Hsu, Kenny; Nguyen, Kenny; Gu-Lemberg, Keren; Button, Kevin; Liu, Kevin; Howe, Kiel; Muthukumar, Krithika; Luther, Kyle; Ahmad, Lama; Kai, Larry; Itow, Lauren; Workman, Lauren; Pathak, Leher; Chen, Leo; Jing, Li; Guy, Lia; Fedus, Liam; Zhou, Liang; Mamitsuka, Lien; Weng, Lilian; McCallum, Lindsay; Held, Lindsey; Ouyang, Long; Feuvrier, Louis; Zhang, Lu; Kondraciuk, Lukas; Kaiser, Lukasz; Hewitt, Luke; Metz, Luke; Doshi, Lyric; Aflak, Mada; Simens, Maddie; Boyd, Madelaine; Thompson, Madeleine; Dukhan, Marat; Chen, Mark; Gray, Mark; Hudnall, Mark; Zhang, Marvin; Aljubeh, Marwan; Litwin, Mateusz; Zeng, Matthew; Johnson, Max; Shetty, Maya; Gupta, Mayank; Shah, Meghan; Yatbaz, Mehmet; Yang, Meng Jia; Zhong, Mengchao; Glaese, Mia; Chen, Mianna; Janner, Michael; Lampe, Michael; Petrov, Michael; Wu, Michael; Wang, Michele; Fradin, Michelle; Pokrass, Michelle; Castro, Miguel; Castro, Miguel Oom Temudo de; Pavlov, Mikhail; Brundage, Miles; Wang, Miles; Khan, Minal; Murati, Mira; Bavarian, Mo; Lin, Molly; Yesildal, Murat; Soto, Nacho; Gimelshein, Natalia; Cone, Natalie; Staudacher, Natalie; Summers, Natalie; LaFontaine, Natan; Chowdhury, Neil; Ryder, Nick; Stathas, Nick; Turley, Nick; Tezak, Nik; Felix, Niko; Kudige, Nithanth; Keskar, Nitish; Deutsch, Noah; Bundick, Noel; Puckett, Nora; Nachum, Ofir; Okelola, Ola; Boiko, Oleg; Murk, Oleg; Jaffe, Oliver; Watkins, Olivia; Godement, Olivier; Campbell-Moore, Owen; Chao, Patrick; McMillan, Paul; Belov, Pavel; Su, Peng; Bak, Peter; Bakkum, Peter; Deng, Peter; Dolan, Peter; Hoeschele, Peter; Welinder, Peter; Tillet, Phil; Pronin, Philip; Tillet, Philippe; Dhariwal, Prafulla; Yuan, Qiming; Dias, Rachel; Lim, Rachel; Arora, Rahul; Troll, Rajan; Lin, Randall; Lopes, Rapha Gontijo; Puri, Raul; Miyara, Reah; Leike, Reimar; Gaubert, Renaud; Zamani, Reza; Wang, Ricky; Donnelly, Rob; Honsby, Rob; Smith, Rocky; Sahai, Rohan; Ramchandani, Rohit; Huet, Romain; Carmichael, Rory; Zellers, Rowan; Chen, Roy; Chen, Ruby; Nigmatullin, Ruslan; Cheu, Ryan; Jain, Saachi; Altman, Sam; Schoenholz, Sam; Toizer, Sam; Miserendino, Samuel; Agarwal, Sandhini; Culver, Sara; Ethersmith, Scott; Gray, Scott; Grove, Sean; Metzger, Sean; Hermani, Shamez; Jain, Shantanu; Zhao, Shengjia; Wu, Sherwin; Jomoto, Shino; Wu, Shirong; Shuaiqi; Xia; Phene, Sonia; Papay, Spencer; Narayanan, Srinivas; Coffey, Steve; Lee, Steve; Hall, Stewart; Balaji, Suchir; Broda, Tal; Stramer, Tal; Xu, Tao; Gogineni, Tarun; Christianson, Taya; Sanders, Ted; Patwardhan, Tejal; Cunninghman, Thomas; Degry, Thomas; Dimson, Thomas; Raoux, Thomas; Shadwell, Thomas; Zheng, Tianhao; Underwood, Todd; Markov, Todor; Sherbakov, Toki; Rubin, Tom; Stasi, Tom; Kaftan, Tomer; Heywood, Tristan; Peterson, Troy; Walters, Tyce; Eloundou, Tyna; Qi, Valerie; Moeller, Veit; Monaco, Vinnie; Kuo, Vishal; Fomenko, Vlad; Chang, Wayne; Zheng, Weiyi; Zhou, Wenda; Manassra, Wesam; Sheu, Will; Zaremba, Wojciech; Patil, Yash; Qian, Yilei; Kim, Yongjik; Cheng, Youlong; Zhang, Yu; He, Yuchen; Zhang, Yuchen; Jin, Yujia; Dai, Yunxing; Malkov, Yury",GPT-4o System Card,http://arxiv.org/abs/2410.21276,OpenAI,GPT-4o,Reading comprehension in underrepresented languages,Language,"Improved reading comprehension and reasoning across a sample of historically underrepresented languages, narrowing the gap in performance between these languages and English.",,,,,,Translated TruthfulQA,"Original authors, external researchers and language facilitators (translation)",academic,,,"23, 24"
GXPBCGLT,preprint,2023,"Jiang, Albert Q.; Sablayrolles, Alexandre; Mensch, Arthur; Bamford, Chris; Chaplot, Devendra Singh; Casas, Diego de las; Bressand, Florian; Lengyel, Gianna; Lample, Guillaume; Saulnier, Lucile; Lavaud, Lélio Renard; Lachaux, Marie-Anne; Stock, Pierre; Scao, Teven Le; Lavril, Thibaut; Wang, Thomas; Lacroix, Timothée; Sayed, William El",Mistral 7B,http://arxiv.org/abs/2310.06825,Mistral AI,Mistral 7B,World knowledge,Knowledge,,,,Pre-training,Mistral AI,internal,TriviaQA,Joshi et al.,academic,,,3
ZZY89RTG,webpage,2024,Gemma Team,Gemma model card,https://ai.google.dev/gemma/docs/core/model_card,Google,Gemma,"Question answering, summarization, and reasoning",General,"Ability to generate English-language text in response to the input, such as an answer to a question, or a summary of a document.",,,Pre-training and instruction tuning,Internal teams,internal,TriviaQA,,,,,
3W2UY9FD,webpage,2024,Meta,Llama 3.1 model card,https://github.com/meta-llama/llama-models/blob/main/models/llama3_1/MODEL_CARD.md,Meta,Llama 3.1,Helpfulness and safety,"Helpfulness, Safety","Align with human preferences for helpfulness and safety; respects the dignity and autonomy of all users, without insertion unnecessary judgment or normativity.","Meta internal values (openness, inclusivity and helpfulness)",internal,supervised fine-tuning (SFT) and reinforcement learning with human feedback (RLHF),,,TriviaQA-Wiki,,,,,
HNBKGPN7,preprint,2025,"Martins, Pedro Henrique; Alves, João; Fernandes, Patrick; Guerreiro, Nuno M.; Rei, Ricardo; Farajian, Amin; Klimaszewski, Mateusz; Alves, Duarte M.; Pombal, José; Boizard, Nicolas; Faysse, Manuel; Colombo, Pierre; Yvon, François; Haddow, Barry; Souza, José G. C. de; Birch, Alexandra; Martins, André F. T.",EuroLLM-9B: Technical Report,http://arxiv.org/abs/2506.04079,"EuroLLM Project (Unbabel, et al.)",EuroLLM-9B,Identifying true statements,Factuality,evaluate the model's ability to identify true statements. It contains 817 questions from 38 different categories... questions that some humans would answer falsely due to a false belief or misconception,"TruthfulQA (Lin et al., 2022)",academic,Self-supervised pre-training,Internal developers,internal,TruthfulQA,Lin et al. (2022),academic,,,"9, 10"
